bid,s,t,ps,pr,id_r,x_r,px_r,y_r,py_r,ev_r,var_r,id,x,px,y,py,ev,var,b,pairid,designid,difficultylevel,rareevent
1,6,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,7,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,8,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,9,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,10,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,11,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,12,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,13,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,14,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,15,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,16,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,18,4,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,4,5,1,0.5,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,6,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,7,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,8,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,9,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,10,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,11,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,12,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,13,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,14,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,15,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,16,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,17,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,18,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,19,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,20,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,21,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,22,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
1,24,5,1,1,40,6,0.5,1,0.5,3.5,6.25,163,4,0.5,3,0.5,3.5,0.25,6,19,1 19,1,FALSE
15,0,1,0.8125,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,1,2,0.5625,0.5625,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,2,2,0.6875,0.6875,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,7,2,0.9375,0.8125,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,8,2,0.9375,0.9375,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,2,3,0.25,0.25,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,3,3,0.375,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,4,3,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,8,3,0.625,0.625,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,9,3,0.875,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,10,3,0.875,0.875,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,14,3,1,0.875,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,15,3,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,16,3,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,3,4,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,4,4,0,0.25,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,5,4,0.25,0.25,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,6,4,0.25,0.25,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,9,4,0.25,0.25,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,10,4,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,11,4,0.75,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,12,4,0.75,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,15,4,0.75,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,16,4,1,0.75,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,17,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,18,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,21,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,22,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,23,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,24,4,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,4,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,5,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,6,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,7,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,8,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,10,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,11,5,0,0,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,12,5,0,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,13,5,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,14,5,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,16,5,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,17,5,0.5,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,18,5,1,0.5,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,19,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,20,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,22,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,23,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,24,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,25,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,26,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,28,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,29,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,30,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,31,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
15,32,5,1,1,42,8,0.5,1,0.5,4.5,12.25,110,7,0.5,2,0.5,4.5,6.25,20,22,15 22,2,FALSE
3,0,1,0.99968,0.99904,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,1,2,0.9984,0.9952,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,5,2,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,9,2,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,2,3,0.992,0.976,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,6,3,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,10,3,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,14,3,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,18,3,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,3,4,0.96,0.88,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,7,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,11,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,15,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,19,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,23,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,27,4,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,4,5,0.8,0.4,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,8,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,12,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,16,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,20,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,24,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,28,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,32,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
3,36,5,1,1,398,1,0.6,9,0.4,4.2,15.36,67,5,0.8,1,0.2,4.2,2.56,8,42,3 42,1,FALSE
24,0,1,0.671875,0.7353515625,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,2,2,0,0.31640625,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,6,2,0.609375,0.609375,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,7,2,0.734375,0.703125,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,8,2,0.875,0.85546875,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,4,3,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,8,3,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,9,3,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,10,3,0,0.421875,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,12,3,0.5625,0.5625,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,13,3,0.65625,0.65625,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,14,3,0.8125,0.75,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,15,3,0.9375,0.75,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,16,3,1,0.890625,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,6,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,10,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,11,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,12,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,14,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
24,15,4,0,0,130,8,0.75,2,0.25,6.5,6.75,287,7,0.5,6,0.5,6.5,0.25,34,78,24 78,2,FALSE
