x1HV,x2HV,p1HV,p2HV,x1LV,x2LV,p1LV,p2LV,budget,state
3,9,0.8,0.2,6,4,0.1,0.9,37,0
3,9,0.7,0.3,5,4,0.8,0.2,37,0
3,9,0.6,0.4,6,5,0.4,0.6,36,0
6,12,0.8,0.2,9,7,0.1,0.9,52,0
6,12,0.7,0.3,8,7,0.8,0.2,52,0
3,4,0.7,0.3,9,10,0.7,0.3,45,0
1,9,0.8,0.2,2,8,0.9,0.1,37,0
4,12,0.8,0.2,5,11,0.9,0.1,52,0
